1,-0.500,-0.500,100
2,0.500,0.500,100
3,0.466,-0.059,100
4,-0.493,0.411,100
5,-0.469,0.289,100
6,-0.485,-0.013,100
7,0.465,-0.435,100
8,0.101,-0.411,100
9,0.079,-0.230,100
10,-0.481,0.008,100
11,-0.494,-0.356,100
12,-0.446,0.088,100
